Date,AAPL,AMZN,GOOG,META,MSFT
2014-02-21,16.50077,17.338,29.94829,68.44933,32.10374
2014-02-24,16.57302,17.589,30.16523,70.63485,31.85862
2014-02-25,16.40056,17.916,30.35157,69.70676,31.73182
2014-02-26,16.25259,17.99,30.3558,69.11797,31.67265
2014-02-27,16.5768,18.0065,30.33191,68.79863,32.00231
2014-02-28,16.53187,18.105,30.24335,68.3196,32.38269
2014-03-03,16.57963,17.989,29.92092,67.27176,31.93468
2014-03-04,16.68894,18.195,30.22494,68.65891,32.46721
2014-03-05,16.72413,18.6185,30.30828,71.42323,32.21364
2014-03-06,16.67355,18.608,30.34187,70.69473,32.24744
2014-03-07,16.66382,18.603,30.22195,69.65686,32.03613
2014-03-10,16.6789,18.5265,30.14184,71.88228,31.9685
2014-03-11,16.84131,18.441,29.85375,69.95625,32.13755
2014-03-12,16.85765,18.532,30.03561,70.73464,32.34886
2014-03-13,16.67041,18.5755,29.58183,68.68885,32.02767
2014-03-14,16.48318,18.687,29.17731,67.58112,31.86706
2014-03-17,16.54758,18.752,29.65746,68.59904,32.16291
2014-03-18,16.69398,18.9385,30.13413,69.04811,33.43082
2014-03-19,16.68958,18.6615,29.83534,68.10006,33.19415
2014-03-20,16.60915,18.4485,29.78335,66.83266,34.09015
2014-03-21,16.74015,18.031,29.43206,67.10211,33.94645
2014-03-24,16.93869,17.5925,28.80737,63.96855,34.23385
2014-03-25,17.1209,17.7355,28.82702,64.75693,34.0986
2014-03-26,16.95723,17.1705,28.16153,60.26616,33.63371
2014-03-27,16.88436,16.9235,27.81489,60.84497,33.27024
2014-03-28,16.8655,16.9145,27.8911,59.88694,34.06479
2014-03-31,16.86173,16.8185,27.74068,60.11647,34.64803
2014-04-01,17.01597,17.1495,28.24821,62.49158,35.01151
2014-04-02,17.04425,17.098,28.24024,62.59138,34.95234
2014-04-03,16.92613,16.681,28.37671,59.368,34.66494
2014-04-04,16.70717,16.15,27.05186,56.63362,33.70132
2014-04-07,16.44485,15.888,26.80333,56.83321,33.64215
2014-04-08,16.4439,16.3535,27.63758,58.07067,33.65906
2014-04-09,16.66004,16.5905,28.0978,62.28202,34.2085
2014-04-10,16.44517,15.8555,26.94279,59.03868,33.27024
2014-04-11,16.32359,15.5865,26.42729,58.40997,33.14342
2014-04-14,16.38862,15.7955,26.52292,58.76923,33.11809
2014-04-15,16.27175,15.804,26.71816,58.96882,33.5999
2014-04-16,16.30475,16.184,27.71927,59.59753,34.14933
2014-04-17,16.49103,16.2455,26.70122,58.81913,33.81966
2014-04-21,16.68675,16.5435,26.32867,61.11442,33.76048
2014-04-22,16.7034,16.466,26.63697,62.90075,33.80275
2014-04-23,16.48507,16.229,26.245,61.23417,33.54917
2014-04-24,17.83654,16.8575,26.15634,60.74517,33.69287
2014-04-25,17.96755,15.1915,25.70908,57.59165,33.73515
2014-04-28,18.66339,14.829,25.75739,56.02487,34.5466
2014-04-29,18.60809,15.019,26.28285,58.03075,34.2423
2014-04-30,18.53773,15.2065,26.23105,59.65741,34.14933
2014-05-01,18.5814,15.3945,26.46464,61.0246,33.81121
2014-05-02,18.61595,15.4005,26.2943,60.33601,33.54917
2014-05-05,18.87921,15.5025,26.28833,61.09446,33.3294
2014-05-06,18.67344,14.869,25.65728,58.40997,33.01665
2014-05-07,18.60809,14.6355,25.39928,57.27231,33.32095
2014-05-08,18.57492,14.416,25.45108,56.6436,33.5069
2014-05-09,18.49754,14.612,25.83609,57.12262,33.42238
2014-05-12,18.72782,15.143,26.39342,59.70731,33.78585
2014-05-13,18.7572,15.232,26.55131,59.70731,34.40726
2014-05-14,18.76068,14.881,26.23055,59.10854,34.25403
2014-05-15,18.60114,14.7595,25.89834,57.80122,33.70924
2014-05-16,18.87567,14.885,25.93072,57.90102,33.90502
2014-05-19,19.09932,14.838,26.34063,59.08858,33.83693
2014-05-20,19.10312,15.0595,26.38595,58.43991,33.77734
2014-05-21,19.15366,15.2505,26.84267,60.36595,34.34767
2014-05-22,19.18399,15.2455,27.14749,60.39589,34.13486
2014-05-23,19.4007,15.612,27.52801,61.22419,34.15189
2014-05-27,19.76399,15.541,28.18795,63.34982,34.21146
2014-05-28,19.71282,15.508,27.97527,63.37976,34.05825
2014-05-29,20.07201,15.689,27.89558,63.6991,34.33916
2014-05-30,19.99682,15.6275,27.88612,63.17019,34.8499
2014-06-02,19.85939,15.442,27.58927,62.95065,34.72223
2014-06-03,20.14023,15.3595,27.14151,62.74107,34.2966
2014-06-04,20.37021,15.339,27.12757,63.21011,34.32213
2014-06-05,20.45014,16.1785,27.58778,63.06041,35.07974
2014-06-06,20.3939,16.4835,27.70881,62.37183,35.30957
2014-06-09,20.72024,16.375,27.99718,62.75105,35.13081
2014-06-10,20.84186,16.6205,27.91899,65.63512,34.99461
2014-06-11,20.75562,16.76,27.83382,65.6451,34.78181
2014-06-12,20.40845,16.2955,27.46077,64.15816,34.54345
2014-06-13,20.18509,16.3135,27.48119,64.36773,35.09676
2014-06-16,20.38853,16.381,27.10864,64.05837,35.32659
2014-06-17,20.362,16.281,27.04539,64.26793,35.47983
2014-06-18,20.38412,16.719,27.56138,65.46548,35.45429
2014-06-19,20.31335,16.35,27.63758,64.20805,35.3351
2014-06-20,20.10327,16.21,27.7103,64.36773,35.47983
2014-06-23,20.08559,16.362,28.13814,65.23595,35.74371
2014-06-24,19.96396,16.208,28.1217,65.58523,35.53942
2014-06-25,19.98166,16.372,28.82049,67.3017,35.77776
2014-06-26,20.10106,16.2845,28.6885,66.99233,35.51387
2014-06-27,20.33989,16.2285,28.75026,67.46137,35.96503
2014-06-30,20.54996,16.239,28.65264,67.15201,35.49685
2014-07-01,20.68042,16.6195,29.02071,67.92043,35.64156
2014-07-02,20.67159,16.6425,29.00402,66.31373,35.66709
2014-07-03,20.79321,16.8745,29.12331,66.15406,35.58197
2014-07-07,21.22221,16.6775,28.99979,65.15611,35.74371
2014-07-08,21.08511,16.1905,28.44395,62.6313,35.56495
2014-07-09,21.09396,16.4985,28.69249,64.83676,35.47131
2014-07-10,21.01656,16.396,28.44445,64.73697,35.48832
2014-07-11,21.05636,17.31,28.84688,66.20395,35.82884
2014-07-14,21.32836,17.766,29.13028,67.76076,35.87139
2014-07-15,21.07848,17.722,29.1258,67.03226,36.13529
2014-07-16,20.95905,17.795,29.02021,67.52126,37.52281
2014-07-17,20.58535,17.6225,28.57544,66.27381,37.90587
2014-07-18,20.88167,17.933,29.63881,68.27969,38.04206
2014-07-21,20.77331,17.988,29.35939,69.25768,38.16975
2014-07-22,20.9458,18.042,29.62187,69.12794,38.16123
2014-07-23,21.49199,17.907,29.68363,71.14381,38.19529
2014-07-24,21.45661,17.9305,29.55264,74.82624,37.7952
2014-07-25,21.59814,16.2005,29.33698,75.0358,37.88034
2014-07-28,21.89667,16.0205,29.41567,74.76636,37.42917
2014-07-29,21.75514,16.0,29.16714,73.55884,37.36106
2014-07-30,21.70428,16.1255,29.25729,74.52685,37.09718
2014-07-31,21.1404,15.6495,28.46935,72.50101,36.73967
2014-08-01,21.25759,15.353,28.19392,72.21162,36.48429
2014-08-04,21.13818,15.6825,28.54655,73.35925,36.91842
2014-08-05,21.03425,15.616,28.14412,72.54094,36.67156
2014-08-06,20.99886,15.6945,28.20906,72.32138,36.38214
2014-08-07,20.99664,15.5725,28.05895,73.01994,36.79925
2014-08-08,21.05442,15.84,28.3284,72.91017,36.77372
2014-08-11,21.33222,15.9165,28.28407,73.2894,36.77372
2014-08-12,21.32778,15.966,28.02757,72.68065,37.04612
2014-08-13,21.61001,16.314,28.62774,73.61871,37.52281
2014-08-14,21.66779,16.6605,28.62126,74.14764,37.68453
2014-08-15,21.77447,16.6815,28.56299,73.479,38.12719
2014-08-18,22.0367,16.7265,28.99531,74.43703,38.39959
2014-08-19,22.34116,16.7565,29.2294,75.1356,38.82787
2014-08-20,22.35004,16.789,29.11136,74.65658,38.50238
2014-08-21,22.35227,16.6455,29.05557,74.41708,38.73365
2014-08-22,22.51672,16.5795,29.01523,74.41708,38.67368
2014-08-25,22.56561,16.701,28.89769,74.86615,38.69081
2014-08-26,22.42116,17.0915,28.78114,75.80422,38.55378
2014-08-27,22.69674,17.159,28.43947,74.47695,38.43385
2014-08-28,22.7234,17.001,28.34982,73.70853,38.44241
2014-08-29,22.77896,16.952,28.46935,74.66656,38.91353
2014-09-02,22.95675,17.119,28.75474,76.52275,38.6223
2014-09-03,21.9878,16.95,28.78512,75.6745,38.51095
2014-09-04,21.80558,17.2975,28.98634,75.79424,38.76791
2014-09-05,21.99448,17.319,29.19055,77.10156,39.32468
2014-09-08,21.85891,17.117,29.37184,77.73026,39.80434
2014-09-09,21.77669,16.4875,28.93803,76.51277,40.05275
2014-09-10,22.44561,16.5665,29.04213,77.27121,40.12128
2014-09-11,22.54118,16.526,28.95496,77.76021,40.25833
2014-09-12,22.59229,16.5595,28.66957,77.32111,40.00136
2014-09-15,22.58561,16.1945,28.54406,74.42706,39.60733
2014-09-16,22.41449,16.388,28.88523,75.92398,40.05275
2014-09-17,22.5745,16.2,29.1253,76.27326,39.84718
2014-09-18,22.62117,16.25,29.34943,76.84209,39.98422
2014-09-19,22.43672,16.566,29.68861,77.75024,40.70375
2014-09-22,22.45894,16.225,29.2548,76.64251,40.30971
2014-09-23,22.81007,16.1815,28.94401,78.12945,39.88144
2014-09-24,22.61228,16.4105,29.28568,78.37894,40.32685
2014-09-25,21.75002,16.0965,28.64168,77.06164,39.43602
2014-09-26,22.39005,16.1605,28.74329,78.62843,39.75295
2014-09-29,22.24782,16.091,28.70643,78.83799,39.77864
2014-09-30,22.39005,16.122,28.75624,78.87791,39.71013
2014-10-01,22.04114,15.873,28.3035,76.39302,39.31611
2014-10-02,22.20115,15.9205,28.39365,76.92194,39.19618
2014-10-03,22.13893,16.137,28.65264,77.2812,39.47885
2014-10-06,22.13893,16.11,28.75574,77.40094,39.47885
2014-10-07,21.94558,15.849,28.07787,76.13355,38.99918
2014-10-08,22.40116,16.135,28.51418,77.36102,40.06988
2014-10-09,22.45005,15.7685,27.93543,75.75433,39.27328
2014-10-10,22.3856,15.5695,27.1191,72.76048,37.71434
2014-10-13,22.18115,15.3225,26.55728,72.84032,37.38885
2014-10-14,21.94558,15.4155,26.79287,73.43909,37.45736
2014-10-15,21.67668,15.2985,26.3989,73.05987,37.02053
2014-10-16,21.39221,15.143,26.12397,72.48106,36.60938
2014-10-17,21.70557,15.182,25.45955,75.79424,37.37171
2014-10-20,22.17004,15.3105,25.94118,76.7922,37.75716
2014-10-21,22.77229,15.7665,26.22507,78.52863,38.44241
2014-10-22,22.88785,15.6485,26.53238,78.20929,38.01414
2014-10-23,23.29676,15.659,27.0937,79.87586,38.56234
2014-10-24,23.38343,14.353,26.88451,80.50456,39.51312
2014-10-27,23.35899,14.4985,26.93382,80.11536,39.32468
2014-10-28,23.72123,14.7795,27.33875,80.60435,39.82148
2014-10-29,23.85457,14.706,27.36016,75.70443,39.93284
2014-10-30,23.77457,14.9535,27.40897,73.95802,39.4446
2014-10-31,24.00124,15.273,27.84578,74.83621,40.2155
2014-11-03,24.31238,15.286,27.65352,73.72849,40.6352
2014-11-04,24.13459,15.1405,27.59824,75.60464,40.74656
2014-11-05,24.19237,14.826,27.19032,74.67654,40.99496
2014-11-06,24.26156,14.832,26.99707,75.10567,41.71447
2014-11-07,24.33075,14.993,26.94577,75.44497,41.69735
2014-11-10,24.29057,15.2555,27.26852,74.8462,41.87722
2014-11-11,24.48475,15.6005,27.40798,74.45699,41.86008
2014-11-12,24.83072,15.5755,27.25955,74.56677,41.783
2014-11-13,25.18113,15.824,27.16343,74.09773,42.49394
2014-11-14,25.48469,16.391,27.11462,74.72644,42.46825
2014-11-17,25.44228,16.1525,26.72164,74.08775,42.36545
2014-11-18,25.77261,16.2465,26.64793,74.18755,42.01206
2014-11-19,25.59405,16.327,26.74555,73.17963,41.56384
2014-11-20,25.96008,16.527,26.63797,73.44907,41.97757
2014-11-21,25.9958,16.6315,26.77095,73.59876,41.35698
2014-11-24,26.4779,16.782,26.85911,73.85822,41.02081
2014-11-25,26.24801,16.752,26.94926,75.4749,40.91737
2014-11-26,26.56049,16.6785,26.9139,77.46082,41.15871
2014-11-28,26.54487,16.932,26.98661,77.54066,41.21043
2014-12-01,25.68333,16.3,26.58667,74.94599,41.90861
2014-12-02,25.58511,16.3155,26.58418,75.30525,41.7707
2014-12-03,25.87528,15.825,26.46315,74.72644,41.44314
2014-12-04,25.77706,15.8465,26.76149,75.08571,42.09825
2014-12-05,25.6677,15.6315,26.16132,76.20341,41.73624
2014-12-08,25.08739,15.332,26.24699,76.36308,41.11562
2014-12-09,25.47129,15.625,26.56525,76.68242,41.02081
2014-12-10,24.98695,15.292,26.20117,76.02378,40.42605
2014-12-11,24.91329,15.368,26.31473,77.5706,40.65878
2014-12-12,24.49145,15.366,25.8326,77.67039,40.46915
2014-12-15,24.15666,15.3035,25.59054,76.83211,40.22779
2014-12-16,23.82632,14.753,24.6736,74.53683,38.92623
2014-12-17,24.42003,14.944,25.14676,75.95393,39.42617
2014-12-18,25.14319,14.8865,25.45606,78.23923,40.96046
2014-12-19,24.949,14.995,25.71755,79.71619,41.08113
2014-12-22,25.20791,15.327,26.1419,81.28297,41.35698
2014-12-23,25.11863,15.3145,26.42679,80.44469,41.76208
2014-12-24,25.00034,15.1515,26.33614,80.60435,41.49488
2014-12-26,25.44228,15.4545,26.59812,80.61434,41.27077
2014-12-29,25.42442,15.602,26.41384,79.8559,40.90013
2014-12-30,25.11417,15.515,26.41832,79.05755,40.52947
2014-12-31,24.63653,15.5175,26.2181,77.86,40.03816
2015-01-02,24.40218,15.426,26.13891,78.28912,40.30537
2015-01-05,23.71472,15.1095,25.59403,77.03171,39.93473
2015-01-06,23.71696,14.7645,25.00083,75.99384,39.34859
2015-01-07,24.04952,14.921,24.958,75.99384,39.84853
2015-01-08,24.97356,15.023,25.03669,78.01968,41.02081
2015-01-09,25.00034,14.8465,24.71245,77.58057,40.676
2015-01-12,24.38432,14.5705,24.53215,76.56267,40.16746
2015-01-13,24.60082,14.737,24.71295,76.29321,39.9606
2015-01-14,24.50707,14.6635,24.94654,76.12357,39.61581
2015-01-15,23.84195,14.3475,24.99236,73.89815,39.20205
2015-01-16,23.65668,14.537,25.30565,75.02583,39.85715
2015-01-20,24.26603,14.472,25.24688,76.08366,39.98645
2015-01-21,24.45128,14.8625,25.80172,76.58263,39.58133
2015-01-22,25.08739,15.516,26.61605,77.49077,40.62429
2015-01-23,25.21684,15.6195,26.89298,77.67039,40.6674
2015-01-26,25.24362,15.483,26.65689,77.34107,40.52087
2015-01-27,24.35976,15.3375,25.83111,75.6246,36.77132
2015-01-28,25.73689,15.1955,25.40128,76.08366,35.50424
2015-01-29,26.53817,15.589,25.43415,77.84004,36.21106
2015-01-30,26.14981,17.7265,26.62253,75.75433,34.8233
2015-02-02,26.4779,18.2235,26.3217,74.83621,35.58181
2015-02-03,26.48237,18.1775,26.35955,75.24538,35.85764
2015-02-04,26.68548,18.2375,26.03681,75.4749,36.06452
2015-02-05,26.87595,18.6945,26.27687,75.45495,36.59032
2015-02-06,26.64962,18.714,26.44721,74.31728,36.55584
2015-02-09,26.82665,18.528,26.28932,74.28735,36.51273
2015-02-10,27.34202,18.65,26.74306,75.0358,36.7196
2015-02-11,27.98289,18.757,26.69475,76.3531,36.52998
2015-02-12,28.33694,18.8585,27.0414,76.07368,37.14196
2015-02-13,28.47586,19.0915,27.34422,75.58468,37.8143
2015-02-17,28.64392,18.7715,27.03692,75.44497,37.83166
2015-02-18,28.84336,18.6685,26.88053,76.55269,37.78825
2015-02-19,28.78285,18.95,27.03841,79.25713,37.76221
2015-02-20,29.01814,19.183,26.84317,79.73615,38.07473
2015-02-23,29.80241,19.007,26.49253,78.67831,38.32648
2015-02-24,29.61642,18.9295,26.70073,78.28912,38.27438
2015-02-25,28.85904,19.2685,27.08822,79.39684,38.18758
2015-02-26,29.22429,19.24,27.66647,80.2451,38.24836
2015-02-27,28.7851,19.008,27.81191,78.80805,38.06604
2015-03-02,28.92626,19.283,28.4564,79.58646,38.09209
2015-03-03,28.98677,19.2305,28.57096,79.43676,37.57123
2015-03-04,28.80302,19.136,28.55751,80.7341,37.38024
2015-03-05,28.32574,19.3915,28.65513,81.04346,37.42365
2015-03-06,28.36831,19.0045,28.27436,79.84592,36.77258
2015-03-09,28.48931,18.928,28.33238,79.27709,37.19794
2015-03-10,27.89999,18.4755,27.64306,77.39098,36.48611
2015-03-11,27.39132,18.3185,27.4523,77.41093,36.44271
2015-03-12,27.88654,18.712,27.66797,78.76814,35.60934
2015-03-13,27.69384,18.529,27.26005,77.88995,35.92185
2015-03-16,27.99858,18.6675,27.61816,77.9099,36.0781
2015-03-17,28.4669,18.596,27.43537,79.19726,36.19964
2015-03-18,28.78733,18.757,27.86669,80.74408,36.89412
2015-03-19,28.56997,18.662,27.79149,82.5803,36.71181
2015-03-20,28.21146,18.9245,27.90953,83.62815,37.22399
2015-03-23,28.505,18.7555,27.83233,84.25686,37.20663
2015-03-24,28.38847,18.7045,28.39912,85.13506,37.24136
2015-03-25,27.64677,18.548,27.83108,82.74995,35.99129
2015-03-26,27.83949,18.3675,27.65103,82.83977,35.77426
2015-03-27,27.61765,18.528,27.31085,83.12918,35.56593
2015-03-30,28.31677,18.7295,27.49464,83.02938,35.55726
2015-03-31,27.88206,18.605,27.29392,82.05139,35.29683
2015-04-01,27.84173,18.513,27.02297,81.50252,35.3489
2015-04-02,28.08149,18.6125,26.67283,81.39275,34.97562
2015-04-06,28.53637,18.852,26.73434,82.27094,36.06942
2015-04-07,28.2361,18.7205,26.74704,82.15118,36.05207
2015-04-08,28.14423,19.06,26.97566,82.11127,35.95657
2015-04-09,28.35935,19.177,26.93432,82.0015,36.00866
2015-04-10,28.48035,19.1325,26.89597,81.87176,36.217
2015-04-13,28.42432,19.118,26.85413,82.83977,36.25172
2015-04-14,28.30109,19.2555,26.41683,83.34872,36.15625
2015-04-15,28.40864,19.1725,26.52341,82.54038,36.68578
2015-04-16,28.27195,19.302,26.58667,82.1412,36.59896
2015-04-17,27.95377,18.778,26.10106,80.61434,36.13018
2015-04-20,28.59239,19.4755,26.66536,82.9196,37.25003
2015-04-21,28.43778,19.559,26.59514,83.44852,37.01564
2015-04-22,28.82094,19.49,26.86384,84.45644,37.31948
2015-04-23,29.05623,19.4995,27.24411,82.241,37.62332
2015-04-24,29.19291,22.255,28.14362,81.36281,41.55581
2015-04-27,29.72398,21.928,27.73694,81.74203,41.6947
2015-04-28,29.25566,21.4655,27.65253,80.51455,42.67564
2015-04-29,28.82544,21.4685,27.42279,80.30498,42.58883
2015-04-30,28.0434,21.089,26.83646,78.60846,42.22424
2015-05-01,28.89489,21.1435,26.86443,78.82802,42.2416
2015-05-04,28.83887,21.152,27.00826,78.64838,41.877
2015-05-05,28.18905,21.0595,26.50983,77.40094,41.32141
2015-05-06,28.01203,20.955,26.18121,77.93983,40.17552
2015-05-07,28.18529,21.344,26.50484,78.26916,40.54013
2015-05-08,28.71632,21.6845,26.88041,78.349,41.45162
2015-05-11,28.42381,21.6425,26.75455,77.85003,41.12175
2015-05-12,28.32254,21.551,26.42193,77.30115,41.10439
2015-05-13,28.35404,21.3435,26.4509,78.27914,41.34746
2015-05-14,29.01559,21.614,26.8894,81.20313,42.29368
2015-05-15,28.97508,21.3,26.66216,80.25508,41.92908
2015-05-18,29.29461,21.262,26.58475,80.71413,41.67732
2015-05-19,29.2676,21.0855,26.83746,80.46465,41.57249
2015-05-20,29.26535,21.193,26.93285,80.38482,41.57249
2015-05-21,29.56462,21.5815,27.09467,80.31496,41.43268
2015-05-22,29.82339,21.3815,26.9748,80.37483,40.97834
2015-05-26,29.16635,21.2735,26.58575,79.16731,40.70748
2015-05-27,29.71089,21.571,26.95882,80.38482,41.59869
2015-05-28,29.65238,21.3285,26.95832,79.98563,41.4589
2015-05-29,29.31486,21.4615,26.57526,79.02761,40.9434
2015-06-01,29.37336,21.546,26.66915,80.12535,41.26667
2015-06-02,29.24286,21.5495,26.92836,80.27504,40.99582
2015-06-03,29.27886,21.8295,26.98479,82.27094,40.93464
2015-06-04,29.10785,21.539,26.8045,81.88174,40.50653
2015-06-05,28.94808,21.3475,26.63619,81.97155,40.31429
2015-06-08,28.75681,21.175,26.31156,80.50456,39.95607
2015-06-09,28.67131,21.274,26.30457,80.50456,39.88616
2015-06-10,28.99983,21.5385,26.804,81.99152,40.72495
2015-06-11,28.93458,21.6485,26.70012,81.66219,40.57641
2015-06-12,28.61507,21.496,26.58625,81.36281,40.16575
2015-06-15,28.55881,21.1835,26.33004,80.54449,39.73763
2015-06-16,28.71182,21.363,26.37748,80.89377,40.04344
2015-06-17,28.64432,21.3905,26.43292,81.62228,40.16575
2015-06-18,28.77482,21.9695,26.806,82.73997,40.82107
2015-06-19,28.4868,21.746,26.804,82.3408,40.27935
2015-06-22,28.71407,21.8145,26.87891,84.56622,40.39293
2015-06-23,28.58356,22.2995,26.99328,87.69978,40.11334
2015-06-24,28.82658,22.042,26.86143,88.67777,39.87743
2015-06-25,28.68931,22.005,26.73108,87.79958,39.88616
2015-06-26,28.52056,21.905,26.55428,87.82951,39.54541
2015-06-29,28.02103,21.493,26.04636,85.62405,38.76778
2015-06-30,28.22354,21.7045,25.99592,85.59411,38.57556
2015-07-01,28.4868,21.8695,26.06234,86.73177,38.83768
2015-07-02,28.4508,21.8855,26.14025,87.111,38.79401
2015-07-06,28.35179,21.802,26.11328,87.37046,38.78525
2015-07-07,28.28205,21.836,26.22116,87.04114,38.70663
2015-07-08,27.58,21.485,25.81213,85.47436,38.65419
2015-07-09,27.01746,21.7195,26.00441,85.70388,38.89885
2015-07-10,27.73976,22.1755,26.47637,87.76964,38.97748
2015-07-13,28.27529,22.7785,27.29644,89.91523,39.79006
2015-07-14,28.26404,23.2785,28.02311,89.49609,39.85995
2015-07-15,28.53631,23.0595,27.97916,89.57593,39.98227
2015-07-16,28.91659,23.774,28.95955,90.66369,40.76863
2015-07-17,29.16635,24.1505,33.60825,94.77525,40.73369
2015-07-20,29.71764,24.405,33.11332,97.70921,40.99582
2015-07-21,29.42061,24.4,33.07736,98.18822,41.31036
2015-07-22,28.17628,24.4135,33.06737,96.841,39.79006
2015-07-23,28.16278,24.109,32.17738,95.24428,40.28808
2015-07-24,28.01428,26.471,31.14256,96.75118,40.13956
2015-07-27,27.625,26.5705,31.32735,93.97688,39.62404
2015-07-28,27.76225,26.3015,31.36431,95.09459,39.6153
2015-07-29,27.6745,26.45,31.56059,96.7911,40.44535
2015-07-30,27.53499,26.838,31.59355,95.01475,40.96086
2015-07-31,27.29423,26.8075,31.24495,93.81721,40.8036
2015-08-03,26.65069,26.7515,31.52463,93.94695,40.8997
2015-08-04,25.79563,26.595,31.42674,93.8671,41.53753
2015-08-05,25.96665,26.8505,32.15241,96.24223,41.57249
2015-08-06,26.02315,26.473,32.09747,94.92494,40.73369
2015-08-07,26.1113,26.131,31.72889,94.10662,40.83854
2015-08-10,27.06064,26.2,31.65048,93.95693,41.35405
2015-08-11,25.65246,26.373,33.00145,93.42802,40.55021
2015-08-12,26.04802,26.2955,32.94052,93.99685,40.83854
2015-08-13,26.02768,26.483,32.78519,93.2384,40.8298
2015-08-14,26.21076,26.576,32.81865,94.22637,41.06571
2015-08-17,26.482,26.761,33.00594,93.73737,41.34531
2015-08-18,26.33282,26.751,32.76921,94.97483,41.57397
2015-08-19,25.99603,26.646,33.00744,95.11454,40.99351
2015-08-20,25.46259,25.789,32.30474,90.37428,40.15798
2015-08-21,23.90523,24.7235,30.58919,85.88351,37.88008
2015-08-24,23.30849,23.1685,29.44699,81.92165,36.65757
2015-08-25,23.44864,23.3185,29.06992,82.82979,35.59338
2015-08-26,24.79354,25.0385,31.39527,87.0112,37.56345
2015-08-27,25.52362,25.9185,31.84426,89.546,38.61007
2015-08-28,25.60725,25.9005,31.48317,90.82337,38.63645
2015-08-31,25.48745,25.6445,30.87736,89.2466,38.27585
2015-09-01,24.34825,24.827,29.85553,87.05112,36.7807
2015-09-02,25.39252,25.5275,30.68209,89.70566,38.13514
2015-09-03,24.94724,25.236,30.27805,87.96923,38.25826
2015-09-04,24.6986,24.95,30.00086,88.07901,37.47552
2015-09-08,25.38574,25.877,30.69807,89.3464,38.60127
2015-09-09,24.89751,25.8445,30.60118,90.25454,37.88008
2015-09-10,25.44451,26.112,31.03219,91.79138,38.07357
2015-09-11,25.8152,26.472,31.25294,91.86123,38.24067
2015-09-14,26.06384,26.069,31.12658,92.1207,37.85369
2015-09-15,26.28309,26.1185,31.7209,92.70949,38.68041
2015-09-16,26.31247,26.3695,31.76286,93.25836,38.96187
2015-09-17,25.74965,26.9435,32.10846,94.14653,38.91789
2015-09-18,25.64341,27.013,31.42674,94.20641,38.24067
2015-09-21,26.04123,27.4195,31.73589,95.35406,38.79474
2015-09-22,25.63212,26.92,31.09911,92.76936,38.61007
2015-09-23,25.84007,26.8035,31.08263,93.7773,38.58367
2015-09-24,25.99377,26.6875,31.25443,94.21639,38.61886
2015-09-25,25.92822,26.2125,30.56372,92.57975,38.64524
2015-09-28,25.41512,25.203,29.71069,89.02705,38.07357
2015-09-29,24.65112,24.8035,29.71469,86.49226,38.20549
2015-09-30,24.93142,25.5945,30.38642,89.71564,38.92669
2015-10-01,24.76867,26.036,30.52976,90.76348,39.2345
2015-10-02,24.9495,26.627,31.30987,91.88119,40.07884
2015-10-05,25.03991,27.184,32.03704,93.81721,41.01109
2015-10-06,25.15971,26.874,32.23532,92.6097,41.11664
2015-10-07,25.03991,27.097,32.08149,92.21052,41.16061
2015-10-08,24.75059,26.658,31.92167,92.28037,41.73229
2015-10-09,25.34279,26.99,32.14392,93.04879,41.43326
2015-10-12,25.22526,27.5095,32.29675,94.0667,41.33652
2015-10-13,25.2682,27.445,32.57793,93.92699,41.23976
2015-10-14,24.91108,27.2415,32.52099,93.87709,41.05508
2015-10-15,25.28403,28.122,33.04939,95.76321,41.34531
2015-10-16,25.09867,28.538,33.07236,97.33997,41.78507
2015-10-19,25.25464,28.6575,33.26714,98.26807,41.8818
2015-10-20,25.71575,28.044,32.47704,96.80109,42.01373
2015-10-21,25.7135,27.7885,32.09398,96.91085,41.51241
2015-10-22,26.10678,28.1955,32.55246,99.46561,42.24239
2015-10-23,26.91599,29.9515,35.0601,101.98045,46.49919
2015-10-26,26.05706,30.4305,35.59849,103.55719,47.71289
2015-10-27,25.89205,30.5505,35.38424,103.48734,47.22037
2015-10-28,26.95893,30.855,35.60698,103.98631,47.47542
2015-10-29,27.24373,31.3275,35.80526,104.66492,46.93013
2015-10-30,27.01092,31.295,35.5001,101.76089,46.2969
2015-11-02,27.39065,31.4175,36.01452,103.09814,46.82459
2015-11-03,27.70483,31.2655,36.06696,102.36964,47.62494
2015-11-04,27.576,32.0475,36.36412,103.72684,47.84481
2015-11-05,27.44888,32.7825,36.52094,108.53696,47.82723
2015-11-06,27.48065,32.9685,36.6463,106.88036,48.30216
2015-11-09,27.36943,32.7745,36.2033,106.27161,47.63374
2015-11-10,26.50682,32.984,36.37461,107.68871,47.06206
2015-11-11,26.35701,33.6625,36.72821,108.78645,47.18518
2015-11-12,26.26847,33.28,36.51994,107.79848,46.89495
2015-11-13,25.50121,32.1175,35.80925,103.73682,46.4728
2015-11-16,25.9189,32.3905,36.40657,103.82664,47.29073
2015-11-17,25.80766,32.165,36.22378,104.91441,46.90114
2015-11-18,26.62487,33.177,36.95794,107.54899,47.68031
2015-11-19,26.9631,33.0635,36.87854,106.04209,47.76001
2015-11-20,27.08114,33.4225,37.787,107.09991,47.98137
2015-11-23,26.72929,33.9495,37.75603,106.73067,47.98137
